feature_uid,admin_level,district_name,constituency_name,river_flood_threshold,river_flood_mean,river_flood_min,river_flood_max,river_flood_p10,river_flood_p90,river_flood_affected_km2,river_flood_exposed_children,river_flood_exposed_children_pct,ag_drought_threshold,ag_drought_mean,ag_drought_min,ag_drought_max,ag_drought_p10,ag_drought_p90,ag_drought_affected_km2,ag_drought_exposed_children,ag_drought_exposed_children_pct,spei_drought_threshold,spei_drought_mean,spei_drought_min,spei_drought_max,spei_drought_p10,spei_drought_p90,spei_drought_affected_km2,spei_drought_exposed_children,spei_drought_exposed_children_pct,spi_drought_threshold,spi_drought_mean,spi_drought_min,spi_drought_max,spi_drought_p10,spi_drought_p90,spi_drought_affected_km2,spi_drought_exposed_children,spi_drought_exposed_children_pct,drought_any_exposed_children,drought_any_exposed_children_pct,drought_any_affected_km2,wind_threshold_kmh,rain_threshold_mm_day,wind_exceed_days_tier_1,wind_exceed_days_tier_2,wind_exceed_days_tier_3,rain_exceed_days_tier_1,rain_exceed_days_tier_2,rain_exceed_days_tier_3,analysis_start,analysis_end_exclusive,analysis_scale_m,wind_era5_exceed_days_mean,wind_era5_exceed_days_max,wind_era5_exceed_days_p90,rain_era5_exceed_days_mean,rain_era5_exceed_days_max,rain_era5_exceed_days_p90,wind_era5_exposed_children,wind_era5_exposed_children_pct,wind_era5_ge5d_exposed_children,wind_era5_ge5d_exposed_children_pct,wind_era5_ge15d_exposed_children,wind_era5_ge15d_exposed_children_pct,wind_era5_ge30d_exposed_children,wind_era5_ge30d_exposed_children_pct,rain_era5_exposed_children,rain_era5_exposed_children_pct,rain_era5_ge5d_exposed_children,rain_era5_ge5d_exposed_children_pct,rain_era5_ge15d_exposed_children,rain_era5_ge15d_exposed_children_pct,rain_era5_ge30d_exposed_children,rain_era5_ge30d_exposed_children_pct,any_exceed_exposed_children,any_exceed_exposed_children_pct,any_risk_exposed_children,any_risk_exposed_children_pct,any_risk_affected_km2
Blantyre||Blantyre West,constituency,Blantyre,Blantyre West,0.01,,,,,,22.055953188970978,35.6357963312344,0.6349798832318897,30,,,,,,112.67775352749169,2799.2755050394485,49.87916130180293,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,2799.2755050394485,49.87916130180293,112.67775352749169,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,17.49759450171822,23,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5933.781932358693,105.73166721211035,5933.781932358693,105.73166721211035,5929.00210660458,105.64649742465832,0.0,0.0,5933.781932358693,105.73166721211035,20.54037984814129,0.36600074476460065,5.829245111054064
Blantyre City||Chichiri Misesa,constituency,Blantyre City,Chichiri Misesa,0.01,,,,,,0.0,0.0,0.0,30,,,,,,16.745178340463077,4842.28346955192,81.35543377078393,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,4842.28346955192,81.35543377078393,16.745178340463077,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,13.374999999999998,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5958.422303449057,100.10773514906757,5958.422303449057,100.10773514906757,4845.417377505233,81.4080867066442,0.0,0.0,5958.422303449057,100.10773514906757,0.0,0.0,0.0
Blantyre City||Chigumula BCA Club Banana,constituency,Blantyre City,Chigumula BCA Club Banana,0.01,,,,,,0.0,0.0,0.0,30,,,,,,32.201626327458555,6027.6528458781695,90.04598022035772,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,6027.6528458781695,90.04598022035772,32.201626327458555,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,13.0,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6711.374786615082,100.25997461021727,6711.374786615082,100.25997461021727,5060.867334895626,75.60335201578343,0.0,0.0,6711.374786615082,100.25997461021727,0.0,0.0,0.0
Blantyre City||Chilomoni Kabula Nancholi,constituency,Blantyre City,Chilomoni Kabula Nancholi,0.01,,,,,,0.0,0.0,0.0,30,,,,,,7.188977016420925,1421.1392894836617,47.06064160215294,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,1421.1392894836617,47.06064160215294,7.188977016420925,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,16.641791044776117,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3023.1321882838715,100.1102013585525,3023.1321882838715,100.1102013585525,3023.1321882838715,100.1102013585525,0.0,0.0,3023.1321882838715,100.1102013585525,0.0,0.0,0.0
Blantyre City||Mapanga Mpingwe Mzedi,constituency,Blantyre City,Mapanga Mpingwe Mzedi,0.01,,,,,,0.0,0.0,0.0,30,,,,,,38.34130406099207,4189.429958494097,81.86868003015228,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,4189.429958494097,81.86868003015228,38.34130406099207,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,14.612068965517242,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5149.574743842203,100.63156352338494,5149.574743842203,100.63156352338494,5149.574743842203,100.63156352338494,0.0,0.0,5149.574743842203,100.63156352338494,0.0,0.0,0.0
Blantyre City||Mbayani Musa Magasa,constituency,Blantyre City,Mbayani Musa Magasa,0.01,,,,,,0.0,0.0,0.0,30,,,,,,2.0976516877903655,2553.1474431542792,44.696301853363366,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,2553.1474431542792,44.696301853363366,2.0976516877903655,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,17.0,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5712.410430379243,100.00347672482756,5712.410430379243,100.00347672482756,5712.410430379243,100.00347672482756,0.0,0.0,5712.410430379243,100.00347672482756,0.0,0.0,0.0
Blantyre City||Michiru Chirimba,constituency,Blantyre City,Michiru Chirimba,0.01,,,,,,0.0,0.0,0.0,30,,,,,,12.137905066854817,4546.144569119871,66.75596846463695,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,4546.144569119871,66.75596846463695,12.137905066854817,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,16.68888888888889,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6810.361851368235,100.00392509970723,6810.361851368235,100.00392509970723,6810.361851368235,100.00392509970723,0.0,0.0,6810.361851368235,100.00392509970723,0.0,0.0,0.0
Blantyre City||Ndirande Nyambadwe,constituency,Blantyre City,Ndirande Nyambadwe,0.01,,,,,,0.0,0.0,0.0,30,,,,,,6.6984690829819336,2667.1105537490525,54.89469487010069,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,2667.1105537490525,54.89469487010069,6.6984690829819336,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,16.306122448979593,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4867.958255528818,100.19272830742405,4867.958255528818,100.19272830742405,4867.958255528818,100.19272830742405,0.0,0.0,4867.958255528818,100.19272830742405,0.0,0.0,0.0
Blantyre City||Nkolokoti Ndirande Matope,constituency,Blantyre City,Nkolokoti Ndirande Matope,0.01,,,,,,0.0,0.0,0.0,30,,,,,,16.175633287663555,3941.923404746547,91.79084838393477,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,3941.923404746547,91.79084838393477,16.175633287663555,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,15.0,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4319.46393254002,100.58218240725773,4319.46393254002,100.58218240725773,4319.46393254002,100.58218240725773,0.0,0.0,4319.46393254002,100.58218240725773,0.0,0.0,0.0
Blantyre City||Soche Stella Maris,constituency,Blantyre City,Soche Stella Maris,0.01,,,,,,0.0,0.0,0.0,30,,,,,,6.242037527467689,1110.440099035408,32.33197274974138,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,1110.440099035408,32.33197274974138,6.242037527467689,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,13.60377358490566,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3444.9974382889613,100.30578272024013,3444.9974382889613,100.30578272024013,3442.5718913249516,100.23515962367536,0.0,0.0,3444.9974382889613,100.30578272024013,0.0,0.0,0.0
Blantyre City||South Lunzu,constituency,Blantyre City,South Lunzu,0.01,,,,,,0.0,0.0,0.0,30,,,,,,30.170903113776568,6400.907558642239,95.43273033560644,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,6400.907558642239,95.43273033560644,30.170903113776568,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,15.226190476190476,17,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6723.242640169052,100.23850461546171,6723.242640169052,100.23850461546171,6723.242640169052,100.23850461546171,0.0,0.0,6723.242640169052,100.23850461546171,0.0,0.0,0.0
Chikwawa||Chikwawa Central,constituency,Chikwawa,Chikwawa Central,0.01,,,,,,131.34010282380908,848.40842941903,13.1717382930548,30,,,,,,368.2949351822629,6609.173472146456,102.60895612285013,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,6609.173472146456,102.60895612285013,368.2949351822629,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,14.411881188118816,19,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6696.619388099307,103.96657431685621,6696.619388099307,103.96657431685621,3695.18105834889,57.36854580682825,0.0,0.0,6696.619388099307,103.96657431685621,848.40842941903,13.1717382930548,131.34010282380908
Chikwawa||Chikwawa Central West,constituency,Chikwawa,Chikwawa Central West,0.01,,,,,,150.29503656836118,1354.970610786828,18.96798165088892,30,,,,,,710.2635440655786,7150.677913139615,100.10101058139304,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,7150.677913139615,100.10101058139304,710.2635440655786,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,15.674543822913552,21,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7586.07863242746,106.19610429670242,7586.07863242746,106.19610429670242,6878.852661329595,96.2957794217396,0.0,0.0,7586.07863242746,106.19610429670242,1245.6276487599982,17.437309855598556,145.52178276987638
Chikwawa||Chikwawa East,constituency,Chikwawa,Chikwawa East,0.01,,,,,,321.87645854786336,1665.1442798919536,25.91720463692094,30,,,,,,434.0804237865936,6705.273969964832,104.3645044605228,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,74.72301218462925,238.4478306735263,3.7113307822170523,6705.273969964832,104.3645044605228,434.0804237865936,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,17.824193548387093,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6910.238788928823,107.55468756994313,6910.238788928823,107.55468756994313,6910.238788928823,107.55468756994313,0.0,0.0,6910.238788928823,107.55468756994313,1599.5957439163735,24.896971831244834,289.2654286059679
Chikwawa||Chikwawa Mkombezi,constituency,Chikwawa,Chikwawa Mkombezi,0.01,,,,,,34.32535359158234,145.2473478148965,2.0555091728037245,30,,,,,,457.2506456947793,7431.34159695389,105.16674520104377,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,44.63640259153702,663.8245867968775,9.394302531654777,7431.34159695389,105.16674520104377,457.2506456947793,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,14.58590657165479,18,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7440.1491239595625,105.2913874256505,7440.1491239595625,105.2913874256505,3951.981704415059,55.92759362828467,0.0,0.0,7440.1491239595625,105.2913874256505,145.2473478148965,2.0555091728037245,32.41705050959306
Chikwawa||Chikwawa North,constituency,Chikwawa,Chikwawa North,0.01,,,,,,84.06970774870294,220.96986295025724,5.6867529327093225,30,,,,,,294.7666414211779,3004.2761637772987,77.31631841974394,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,3004.2761637772987,77.31631841974394,294.7666414211779,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,12.929282868525899,19,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4222.977126049497,108.68010341180513,4222.977126049497,108.68010341180513,1813.1360129663176,46.661822573778686,0.0,0.0,4222.977126049497,108.68010341180513,210.30832835546894,5.412373828180744,57.09917085638233
Chikwawa||Chikwawa South,constituency,Chikwawa,Chikwawa South,0.01,,,,,,40.88079778844236,220.19556562526552,6.725380598341929,30,,,,,,192.56723153123664,3451.748466364834,105.42592944652344,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,188.5688646487161,3110.5868311431473,95.0059110601256,3451.748466364834,105.42592944652344,192.56723153123664,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,15.116504854368934,17,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3451.748466364834,105.42592944652344,3451.748466364834,105.42592944652344,3451.748466364834,105.42592944652344,0.0,0.0,3451.748466364834,105.42592944652344,220.19556562526552,6.725380598341929,40.88079778844236
Chikwawa||Chikwawa West,constituency,Chikwawa,Chikwawa West,0.01,,,,,,50.192767409717334,121.45236261504539,1.6852079895968306,30,,,,,,572.5748763851092,7275.849374047564,100.95579231432042,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,7275.849374047564,100.95579231432042,572.5748763851092,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,13.282728272827283,17,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7662.8663604462845,106.32583290921632,7662.8663604462845,106.32583290921632,3381.5905838463236,46.921141316169745,0.0,0.0,7662.8663604462845,106.32583290921632,121.45236261504539,1.6852079895968306,50.192767409717334
Chiradzulu||Chiradzulu Masanjala,constituency,Chiradzulu,Chiradzulu Masanjala,0.01,,,,,,0.0,0.0,0.0,30,,,,,,164.2883116420576,5775.354249392477,101.80844513107444,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,5775.354249392477,101.80844513107444,164.2883116420576,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,14.018306636155607,17,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5775.354249392477,101.80844513107444,5775.354249392477,101.80844513107444,4394.3260125077795,77.4635597079629,0.0,0.0,5775.354249392477,101.80844513107444,0.0,0.0,0.0
Chiradzulu||Chiradzulu Midima,constituency,Chiradzulu,Chiradzulu Midima,0.01,,,,,,2.316534126739876,48.455923783311654,1.0014042356984387,30,,,,,,155.53287489344092,4968.115408811206,102.67252020764606,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,4968.115408811206,102.67252020764606,155.53287489344092,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,13.024213075060532,14,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4968.115408811206,102.67252020764606,4968.115408811206,102.67252020764606,0.0,0.0,0.0,0.0,4968.115408811206,102.67252020764606,48.455923783311654,1.0014042356984387,2.316534126739876
Chiradzulu||Chiradzulu Nguludi,constituency,Chiradzulu,Chiradzulu Nguludi,0.01,,,,,,0.0,0.0,0.0,30,,,,,,111.68468526625166,4887.734028019857,101.24923629784979,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,4887.734028019857,101.24923629784979,111.68468526625166,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,14.01023890784983,15,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4887.734028019857,101.24923629784979,4887.734028019857,101.24923629784979,2365.7261736438554,49.00593342398246,0.0,0.0,4887.734028019857,101.24923629784979,0.0,0.0,0.0
Chiradzulu||Chiradzulu Nyungwe,constituency,Chiradzulu,Chiradzulu Nyungwe,0.01,,,,,,0.0,0.0,0.0,30,,,,,,175.7562940618571,5761.018315181021,101.74967939517994,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,5761.018315181021,101.74967939517994,175.7562940618571,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,15.943844492440602,18,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5761.018315181021,101.74967939517994,5761.018315181021,101.74967939517994,5757.598458208934,101.68927872789335,0.0,0.0,5761.018315181021,101.74967939517994,0.0,0.0,0.0
Chiradzulu||Chiradzulu Thubwe,constituency,Chiradzulu,Chiradzulu Thubwe,0.01,,,,,,0.0,0.0,0.0,30,,,,,,152.72957513472622,4964.083805919454,102.52834387138078,-1.5,,,,,,0.0,0.0,0.0,-1.5,,,,,,0.0,0.0,0.0,4964.083805919454,102.52834387138078,152.72957513472622,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,13.046341463414633,14,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4964.083805919454,102.52834387138078,4964.083805919454,102.52834387138078,387.4632824208223,8.00267888511562,0.0,0.0,4964.083805919454,102.52834387138078,0.0,0.0,0.0
Chitipa||Chitipa Central,constituency,Chitipa,Chitipa Central,0.01,,,,,,19.939162416084134,64.10034566290825,1.4300077011852037,30,,,,,,3.1344724571003635,30.95986437227796,0.6906802767153475,-1.5,,,,,,112.49044172226212,774.7718121331984,17.284300834165307,-1.5,,,,,,0.0,0.0,0.0,711.54637426059,15.873811356556233,100.92302878978204,40,40,5,15,30,5,15,30,2020-01-01,2025-02-01,10000,0.0,0,0.0,10.173762945914847,15,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4581.701209300263,102.2126783572118,4581.701209300263,102.2126783572118,0.0,0.0,0.0,0.0,4581.701209300263,102.2126783572118,51.947399485929346,1.1588889350468585,17.148969644424966
